#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Magnetometer Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H1>4-Min Level 2 Data
#     DESCRIPTOR                      MAG>ACE Magnetic Field Instrument
#     DATA_VERSION                    n
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 88880131
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       http://www.srl.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            MAG - ACE Magnetic Field Experiment
#                                     References: http://www.srl.caltech.edu/ACE/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Release 9/6/01
#                                     12/04/02: Fixed description of Epoch time variable.
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 AC_H1_MFI_00000000_V01
#     LOGICAL_SOURCE                  AC_H1_MFI
#     LOGICAL_SOURCE_DESCRIPTION      H1 - ACE Magnetic Field 4-Minute Level 2 Data
#     PI_NAME                         N. Ness
#     PI_AFFILIATION                  Bartol Research Institute
#     MISSION_GROUP                   ACE
#                                     !___Interplanetary Data near 1 AU
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     TIME_RESOLUTION                 4 minutes
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, N. Ness of Bartol Research
#                                     Institute
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     ALT_LOGICAL_SOURCE              ACE_MAG_Solar-Wind-Magnetic-Field-Level2-H1_4min_cdf
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. Magnetic field vector in GSM coordinates (4 min)
#
EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
05-10-2015 00:00:00.000               -6.53100                2.95700                3.79900
05-10-2015 00:04:00.000               -6.73800                2.75300                3.48900
05-10-2015 00:08:00.000               -6.70000                2.28300                3.94900
05-10-2015 00:12:00.000               -6.61700                2.65500                3.78600
05-10-2015 00:16:00.000               -6.41800                3.08300                3.43400
05-10-2015 00:20:00.000               -6.98800                2.56600                2.71400
05-10-2015 00:24:00.000               -7.03600                2.36700                2.90100
05-10-2015 00:28:00.000               -7.02600                3.16700                2.28700
05-10-2015 00:32:00.000               -6.86500                3.27800                2.62000
05-10-2015 00:36:00.000               -6.82700                3.25700                3.05400
05-10-2015 00:40:00.000               -6.80500                3.53200                2.89900
05-10-2015 00:44:00.000               -6.97400                3.66800                2.40000
05-10-2015 00:48:00.000               -7.15300                3.28300                2.48500
05-10-2015 00:52:00.000               -7.15400                3.40900                2.04200
05-10-2015 00:56:00.000               -6.91800                3.82100                2.07300
05-10-2015 01:00:00.000               -6.48700                4.36400                1.96700
05-10-2015 01:04:00.000               -5.69800                5.40000                2.38600
05-10-2015 01:08:00.000               -5.82400                5.12900                2.45600
05-10-2015 01:12:00.000               -6.03400                4.65300                2.91500
05-10-2015 01:16:00.000               -4.81500                6.15200               0.897000
05-10-2015 01:20:00.000               -4.34200                6.88000              -0.132000
05-10-2015 01:24:00.000               -4.44900                7.00500              0.0140000
05-10-2015 01:28:00.000               -4.60500                7.09400              -0.132000
05-10-2015 01:32:00.000               -5.89700                6.00500               -1.05600
05-10-2015 01:36:00.000               -4.49000                5.66300                1.12400
05-10-2015 01:40:00.000               -2.16200                7.24700                2.26500
05-10-2015 01:44:00.000               -3.88200                6.77600                3.01500
05-10-2015 01:48:00.000               -4.28600                7.23000              -0.988000
05-10-2015 01:52:00.000               -4.47100                7.08600              -0.988000
05-10-2015 01:56:00.000               -4.99100                6.88900              -0.532000
05-10-2015 02:00:00.000               -3.33300                7.77200              0.0130000
05-10-2015 02:04:00.000               -4.96600                6.94000               0.516000
05-10-2015 02:08:00.000               -6.60400                3.75700                2.08900
05-10-2015 02:12:00.000               -6.87500                3.46300              -0.554000
05-10-2015 02:16:00.000               -6.51700                3.15500                3.69400
05-10-2015 02:20:00.000               -6.14400                4.09900                3.67500
05-10-2015 02:24:00.000               -6.48500                4.60300                2.68800
05-10-2015 02:28:00.000               -6.91500                4.92200              -0.478000
05-10-2015 02:32:00.000               -6.54600                5.61300               0.315000
05-10-2015 02:36:00.000               -6.51200                5.33700               -1.30100
05-10-2015 02:40:00.000               -6.87900                4.50000              0.0570000
05-10-2015 02:44:00.000               -6.92400                3.81500                1.54400
05-10-2015 02:48:00.000               -6.84200                3.18500              -0.149000
05-10-2015 02:52:00.000               -5.25100                1.90000               -6.79600
05-10-2015 02:56:00.000               -5.14200                1.85400               -6.75000
05-10-2015 03:00:00.000               -5.28900                1.38500               -6.40200
05-10-2015 03:04:00.000               -5.80900                2.87800               -5.03300
05-10-2015 03:08:00.000               -5.84100                5.39900              -0.265000
05-10-2015 03:12:00.000               -5.37400                6.20100               0.258000
05-10-2015 03:16:00.000               -4.56400                6.39100                1.47900
05-10-2015 03:20:00.000               -4.27100                6.22200                2.92900
05-10-2015 03:24:00.000               -3.97200                6.23400                3.35800
05-10-2015 03:28:00.000               -3.38200                5.43500                4.61200
05-10-2015 03:32:00.000               -1.75900                7.38700                2.06000
05-10-2015 03:36:00.000               -4.02600                5.83900                2.17500
05-10-2015 03:40:00.000               -5.36700                3.26800                4.12800
05-10-2015 03:44:00.000               -5.35300                5.11600                2.16000
05-10-2015 03:48:00.000               -3.17700                6.78000               0.433000
05-10-2015 03:52:00.000               -5.23300                5.58600              -0.636000
05-10-2015 03:56:00.000               -3.10900                6.49200               -2.93500
05-10-2015 04:00:00.000               -2.38800                6.61600               -3.28000
05-10-2015 04:04:00.000               -3.65200                6.25300               -2.20700
05-10-2015 04:08:00.000               0.548000                4.39300               -6.42600
05-10-2015 04:12:00.000               0.870000                4.50700               -6.44800
05-10-2015 04:16:00.000                1.26500                4.41400               -6.48900
05-10-2015 04:20:00.000                2.36400                4.02000               -6.43700
05-10-2015 04:24:00.000                3.61600                4.05300               -6.06400
05-10-2015 04:28:00.000                3.62500                3.05100               -6.58100
05-10-2015 04:32:00.000                2.71700                2.85500               -6.30400
05-10-2015 04:36:00.000              -0.555000                4.98300               -6.09700
05-10-2015 04:40:00.000               -1.80300                6.01600               -5.23500
05-10-2015 04:44:00.000               -1.85900                5.93100               -5.14600
05-10-2015 04:48:00.000               -1.14800                5.43600               -5.84800
05-10-2015 04:52:00.000               -1.42900                5.08700               -5.10900
05-10-2015 04:56:00.000               0.437000              -0.378000               -7.29400
05-10-2015 05:00:00.000                1.03800                2.15600               -7.32200
05-10-2015 05:04:00.000               0.892000               0.520000               -5.44400
05-10-2015 05:08:00.000               0.694000                2.52200               -5.16600
05-10-2015 05:12:00.000               -1.02100              -0.381000               -5.04700
05-10-2015 05:16:00.000               -1.71000             -0.0400000               -5.69600
05-10-2015 05:20:00.000               -2.28200                1.17500               -5.63500
05-10-2015 05:24:00.000               -1.96400                1.89300               -5.61100
05-10-2015 05:28:00.000               -1.90100                2.27400               -5.19700
05-10-2015 05:32:00.000              -0.759000                3.46900               -4.59000
05-10-2015 05:36:00.000               -3.61700                4.62900               -1.22200
05-10-2015 05:40:00.000               -4.10300                4.60600               -1.59400
05-10-2015 05:44:00.000               -3.82100                3.29800               -3.20100
05-10-2015 05:48:00.000               -5.05700                1.01000               -2.98600
05-10-2015 05:52:00.000               -5.29900                4.24800               -1.10100
05-10-2015 05:56:00.000               -5.34400                4.23600              -0.561000
05-10-2015 06:00:00.000               -4.31000                5.27300              -0.131000
05-10-2015 06:04:00.000               -3.95900                5.60900             -0.0470000
05-10-2015 06:08:00.000               -3.82000                5.64600              -0.119000
05-10-2015 06:12:00.000               -2.98000                5.40700               0.394000
05-10-2015 06:16:00.000               -3.19000                4.84400               0.579000
05-10-2015 06:20:00.000               -3.97200                3.19400               -3.61400
05-10-2015 06:24:00.000               -4.09600                4.33800               -2.64800
05-10-2015 06:28:00.000               -3.98300                5.81700              -0.505000
05-10-2015 06:32:00.000               -3.96400                5.75200               -1.41000
05-10-2015 06:36:00.000               -3.37100                5.44900               -1.18000
05-10-2015 06:40:00.000               -3.77400                3.06400               -4.58400
05-10-2015 06:44:00.000               -2.67300                3.06800               -4.63400
05-10-2015 06:48:00.000               -4.05800                3.81900              -0.716000
05-10-2015 06:52:00.000               -2.42100                2.21300               -4.22400
05-10-2015 06:56:00.000               0.636000                3.32000               -5.61100
05-10-2015 07:00:00.000               -3.20600                4.06600               -4.51600
05-10-2015 07:04:00.000               -2.32700                3.75300               -5.17400
05-10-2015 07:08:00.000               -2.31300                3.76100               -5.21400
05-10-2015 07:12:00.000               -2.76900                4.21600               -4.56800
05-10-2015 07:16:00.000               -4.33000                4.47100               -3.97100
05-10-2015 07:20:00.000               -5.10200                4.76800               -1.91300
05-10-2015 07:24:00.000               -4.82600                4.95400               -2.33400
05-10-2015 07:28:00.000               -4.65300                5.28600               -1.71300
05-10-2015 07:32:00.000               -4.36000                5.51700              -0.981000
05-10-2015 07:36:00.000               -2.25300                6.24900               -2.76000
05-10-2015 07:40:00.000               -2.44300                6.50000               -1.68700
05-10-2015 07:44:00.000               -2.49900                6.45400               -1.53600
05-10-2015 07:48:00.000               -2.36600                6.49600               -1.47400
05-10-2015 07:52:00.000               -2.00300                6.94900              -0.928000
05-10-2015 07:56:00.000               -1.46400                5.99200               -4.27600
05-10-2015 08:00:00.000               -1.56600                4.83700               -2.84000
05-10-2015 08:04:00.000               -1.14100                3.42100               -5.43600
05-10-2015 08:08:00.000               -2.61500                4.40500               -3.28200
05-10-2015 08:12:00.000               -3.00400                4.32600               -3.71400
05-10-2015 08:16:00.000               -4.47600                3.14300               -3.46000
05-10-2015 08:20:00.000               -2.83000                1.75900               -5.80400
05-10-2015 08:24:00.000               -2.30400              -0.236000               -6.19200
05-10-2015 08:28:00.000               -1.95500                2.92900               -5.34200
05-10-2015 08:32:00.000               -1.76900                1.51000               -5.73500
05-10-2015 08:36:00.000               -2.88300                2.44700               -6.04500
05-10-2015 08:40:00.000               -2.59500                2.22600               -6.53500
05-10-2015 08:44:00.000               -2.20200                2.46900               -6.45800
05-10-2015 08:48:00.000               -2.77900                1.74400               -6.61500
05-10-2015 08:52:00.000               -3.29900               0.813000               -6.62600
05-10-2015 08:56:00.000               -3.61700               0.505000               -6.47900
05-10-2015 09:00:00.000               -3.62500                2.29100               -6.12900
05-10-2015 09:04:00.000               -2.70000                2.46000               -6.40100
05-10-2015 09:08:00.000               -2.71800                2.81300               -5.94900
05-10-2015 09:12:00.000               -4.41400                2.12400               -5.39100
05-10-2015 09:16:00.000               -2.82700                2.14700               -6.24600
05-10-2015 09:20:00.000               -1.59500                1.43600               -7.05200
05-10-2015 09:24:00.000               -3.29000                4.62200              -0.347000
05-10-2015 09:28:00.000               -5.71800                3.18800               0.139000
05-10-2015 09:32:00.000               -5.92600                2.48500              -0.468000
05-10-2015 09:36:00.000               -5.81600                2.33800              -0.585000
05-10-2015 09:40:00.000               -3.75200                4.08400               -2.39300
05-10-2015 09:44:00.000               -1.02600                4.21800               -4.94100
05-10-2015 09:48:00.000               0.199000                2.44600               -6.30500
05-10-2015 09:52:00.000              -0.643000                3.88100               -5.33100
05-10-2015 09:56:00.000              -0.836000                3.42300               -6.04000
05-10-2015 10:00:00.000               -1.43100                5.34400               -3.95000
05-10-2015 10:04:00.000               -1.72100                5.41800               -2.78300
05-10-2015 10:08:00.000               -2.99100                3.92100               -3.52500
05-10-2015 10:12:00.000               -2.17700                4.26000               -3.02900
05-10-2015 10:16:00.000               -3.08600                2.05500               -3.78300
05-10-2015 10:20:00.000               -3.26400                4.42300               -1.30100
05-10-2015 10:24:00.000               -3.01300                3.80200               -1.49400
05-10-2015 10:28:00.000               -3.67500               0.690000               -1.99000
05-10-2015 10:32:00.000               -1.42200                4.12700               -1.29700
05-10-2015 10:36:00.000               -1.03800                3.85800               -2.49000
05-10-2015 10:40:00.000               -1.95300                3.25000               -2.78100
05-10-2015 10:44:00.000               -2.51800                3.28700               -2.95600
05-10-2015 10:48:00.000               -2.82300                2.25800               -3.71800
05-10-2015 10:52:00.000               -2.18000               0.662000               -4.31100
05-10-2015 10:56:00.000               -3.85600              -0.535000               -2.99000
05-10-2015 11:00:00.000               -4.38200               -2.52900              -0.462000
05-10-2015 11:04:00.000               -2.46500               -3.15700               0.747000
05-10-2015 11:08:00.000               -2.12500               -3.51200                1.75700
05-10-2015 11:12:00.000               -2.21100               -3.71700               -1.14800
05-10-2015 11:16:00.000               -2.01600               -3.08300                2.14100
05-10-2015 11:20:00.000               -2.98700               -3.18300               0.826000
05-10-2015 11:24:00.000               -4.19900               -2.16600              -0.466000
05-10-2015 11:28:00.000               -3.58400               -2.98600               0.476000
05-10-2015 11:32:00.000               -4.24200               -1.96900              -0.879000
05-10-2015 11:36:00.000               -4.60500               -1.15300               -1.24000
05-10-2015 11:40:00.000               -3.98500               -1.63300               -1.09500
05-10-2015 11:44:00.000               -4.27500               -1.03000              -0.454000
05-10-2015 11:48:00.000               -4.44300               0.525000              -0.960000
05-10-2015 11:52:00.000               -1.94700               -2.22400               -2.44600
05-10-2015 11:56:00.000               -2.44300               -3.65500               -2.05400
05-10-2015 12:00:00.000               -2.88400               -3.33200               -2.14700
05-10-2015 12:04:00.000               -2.89400               -3.57900               -1.82800
05-10-2015 12:08:00.000               -3.78500               -1.42300               -2.68600
05-10-2015 12:12:00.000               -3.77900               -3.25400              -0.648000
05-10-2015 12:16:00.000               -3.41500               -2.70800                1.94700
05-10-2015 12:20:00.000               -2.51700               -1.32200                3.96200
05-10-2015 12:24:00.000               -1.92300                2.42600                2.98000
05-10-2015 12:28:00.000              -0.946000                3.06100                3.48200
05-10-2015 12:32:00.000               -2.75200                2.70100                2.51100
05-10-2015 12:36:00.000               -2.34000                3.76900                2.09800
05-10-2015 12:40:00.000               -1.61400                3.83300                2.43600
05-10-2015 12:44:00.000              -0.780000                4.19000                2.17700
05-10-2015 12:48:00.000              -0.822000                4.62100               0.968000
05-10-2015 12:52:00.000               -1.79500                4.39200              -0.213000
05-10-2015 12:56:00.000               -1.00700                3.87000               -1.22100
05-10-2015 13:00:00.000               -3.11300                2.26500               -1.25700
05-10-2015 13:04:00.000               -2.21700                2.33400               -2.00500
05-10-2015 13:08:00.000               -1.35500                1.64600               -4.11900
05-10-2015 13:12:00.000              -0.747000                1.30300               -4.43700
05-10-2015 13:16:00.000               -2.83700                2.22600               -1.47700
05-10-2015 13:20:00.000               -3.52400                2.43000               0.706000
05-10-2015 13:24:00.000               -3.92400                1.75500            -0.00800000
05-10-2015 13:28:00.000               -3.64000                2.05400               0.969000
05-10-2015 13:32:00.000               -1.75700                3.63100               0.575000
05-10-2015 13:36:00.000               -3.07300                2.77200             0.00400000
05-10-2015 13:40:00.000               -3.24100                2.83900              -0.277000
05-10-2015 13:44:00.000               -2.43200                3.23700               -1.87200
05-10-2015 13:48:00.000               -2.39000                3.16400               -2.25900
05-10-2015 13:52:00.000               -2.82900                3.17000               -1.44500
05-10-2015 13:56:00.000               -2.71900                3.28100               -1.09500
05-10-2015 14:00:00.000               -2.37900                3.72600              -0.610000
05-10-2015 14:04:00.000               -2.66200                3.41100               0.155000
05-10-2015 14:08:00.000               -2.79800                2.42400                2.21500
05-10-2015 14:12:00.000               -2.40000                3.38600                1.55800
05-10-2015 14:16:00.000               -1.90400                3.69700                1.52100
05-10-2015 14:20:00.000               -1.91800                3.90000              -0.886000
05-10-2015 14:24:00.000               -2.18700                3.87300              -0.658000
05-10-2015 14:28:00.000               -2.75400                2.85000               0.925000
05-10-2015 14:32:00.000               -2.91100                1.98100                2.32000
05-10-2015 14:36:00.000               -1.98500                1.78500                3.22300
05-10-2015 14:40:00.000               -2.96300                2.69300                1.05800
05-10-2015 14:44:00.000               -2.84200                2.10400                2.04400
05-10-2015 14:48:00.000               -2.83200                2.56300                1.86700
05-10-2015 14:52:00.000               -2.68500                3.43600               0.112000
05-10-2015 14:56:00.000               -2.88100                3.38900              -0.128000
05-10-2015 15:00:00.000               -3.07600                2.74400               -1.31800
05-10-2015 15:04:00.000               -3.64000                2.52600               -1.30900
05-10-2015 15:08:00.000               -3.62100                2.25200               -1.39000
05-10-2015 15:12:00.000               -2.80300                3.51700              0.0750000
05-10-2015 15:16:00.000               -3.05300                3.35100               -1.19700
05-10-2015 15:20:00.000               -2.79100                3.50600               -1.63200
05-10-2015 15:24:00.000               -2.14300                4.09700               -1.53900
05-10-2015 15:28:00.000               -1.85600                4.07500               -1.99700
05-10-2015 15:32:00.000               -1.25900                3.92700               -2.54300
05-10-2015 15:36:00.000              -0.877000                3.96000               -2.84900
05-10-2015 15:40:00.000               -1.29300                4.12300               -2.38000
05-10-2015 15:44:00.000              -0.974000                4.39100               -2.26800
05-10-2015 15:48:00.000              0.0110000                4.56700               -2.29900
05-10-2015 15:52:00.000               0.245000                4.34400               -2.71900
05-10-2015 15:56:00.000               -1.14400                3.91900               -2.68100
05-10-2015 16:00:00.000               -2.41100                3.66200               -2.37700
05-10-2015 16:04:00.000               -1.59300                4.05600               -2.11900
05-10-2015 16:08:00.000              -0.255000                4.00600              -0.755000
05-10-2015 16:12:00.000              0.0940000                3.65300               -2.29400
05-10-2015 16:16:00.000               0.168000                3.82900               -3.38400
05-10-2015 16:20:00.000               0.268000                3.68200               -3.58200
05-10-2015 16:24:00.000              -0.339000                3.83600               -3.41400
05-10-2015 16:28:00.000              -0.821000                3.74100               -3.29300
05-10-2015 16:32:00.000                1.31600                3.08300               -3.30700
05-10-2015 16:36:00.000               -2.88300                1.87400               0.107000
05-10-2015 16:40:00.000               -4.06100                1.62100               0.768000
05-10-2015 16:44:00.000               -3.97900                2.52800               0.676000
05-10-2015 16:48:00.000               -3.56900                3.38700              -0.870000
05-10-2015 16:52:00.000               -3.27300                3.53300               -1.37900
05-10-2015 16:56:00.000               -3.27200                3.24400               -1.44400
05-10-2015 17:00:00.000               -2.83900                3.36500               -1.50700
05-10-2015 17:04:00.000               -2.92700                2.58100               -2.20800
05-10-2015 17:08:00.000               -2.96900               0.492000               -2.65500
05-10-2015 17:12:00.000               -2.82600                1.75900               -2.53200
05-10-2015 17:16:00.000               -1.04900                2.68100               -2.86700
05-10-2015 17:20:00.000               -3.39900                1.64200               -1.05300
05-10-2015 17:24:00.000               -2.26900                2.63700               -1.85200
05-10-2015 17:28:00.000               -1.79300                2.92200               -1.72200
05-10-2015 17:32:00.000               -3.20800                2.56300              -0.458000
05-10-2015 17:36:00.000               -4.19400                1.01300               0.404000
05-10-2015 17:40:00.000               -4.15900               0.337000               0.429000
05-10-2015 17:44:00.000               -3.68400               0.822000              0.0310000
05-10-2015 17:48:00.000               -2.58600                2.59200             0.00800000
05-10-2015 17:52:00.000              -0.886000                4.04600              -0.303000
05-10-2015 17:56:00.000               -1.07900                4.16200              -0.478000
05-10-2015 18:00:00.000               -2.63600                2.33600               0.897000
05-10-2015 18:04:00.000               -1.41200                3.72500              -0.148000
05-10-2015 18:08:00.000               -1.83700                4.09000               0.232000
05-10-2015 18:12:00.000               -3.00200                2.56600                1.80700
05-10-2015 18:16:00.000               -3.09900                2.05900                2.18100
05-10-2015 18:20:00.000               -3.02900                2.76300                1.39400
05-10-2015 18:24:00.000               -2.72100                3.29100               0.753000
05-10-2015 18:28:00.000               -3.11400                3.18100               0.456000
05-10-2015 18:32:00.000               -2.97200                3.35000               0.309000
05-10-2015 18:36:00.000               -2.50600                3.33100               0.981000
05-10-2015 18:40:00.000               -2.56600                3.24700                1.30800
05-10-2015 18:44:00.000               -2.34000                3.39000                1.38700
05-10-2015 18:48:00.000               -1.08600                2.95700                2.05700
05-10-2015 18:52:00.000               -2.39600                3.01700               0.766000
05-10-2015 18:56:00.000               -2.02400                3.44900                1.87200
05-10-2015 19:00:00.000               -2.18300                3.70200                1.88500
05-10-2015 19:04:00.000               -2.57600                3.57800                1.41600
05-10-2015 19:08:00.000               -3.41800                2.81600               0.434000
05-10-2015 19:12:00.000               -3.78800                2.25200               0.112000
05-10-2015 19:16:00.000               -3.74100                2.37000              -0.365000
05-10-2015 19:20:00.000               -3.74500                2.37300              -0.651000
05-10-2015 19:24:00.000               -3.65600                2.47300              -0.672000
05-10-2015 19:28:00.000               -2.55000                3.79400               0.882000
05-10-2015 19:32:00.000              -0.834000                4.14700                2.16400
05-10-2015 19:36:00.000              -0.868000                3.96600                2.53200
05-10-2015 19:40:00.000               -1.36900                3.96000                2.27800
05-10-2015 19:44:00.000               -1.65900                4.35700                1.04700
05-10-2015 19:48:00.000               -2.04700                4.19500                1.36400
05-10-2015 19:52:00.000               -2.48900                4.22200              0.0310000
05-10-2015 19:56:00.000               -2.54400                3.93600               -1.34100
05-10-2015 20:00:00.000               -2.46800                4.06000               -1.42100
05-10-2015 20:04:00.000               -2.72700                4.11900              -0.664000
05-10-2015 20:08:00.000               -2.90500                4.02400              -0.571000
05-10-2015 20:12:00.000               -3.05600                3.89100              -0.177000
05-10-2015 20:16:00.000               -3.13000                3.89300              0.0630000
05-10-2015 20:20:00.000               -3.53300                3.51200              -0.669000
05-10-2015 20:24:00.000               -2.86400                2.29700               -2.88000
05-10-2015 20:28:00.000               -2.96600                2.28000               -3.17700
05-10-2015 20:32:00.000               -2.90200                2.42500               -3.08900
05-10-2015 20:36:00.000               -2.80700                2.64200               -3.04600
05-10-2015 20:40:00.000               -2.48300                3.39900               -2.59400
05-10-2015 20:44:00.000               -2.72200                2.98500               -3.02100
05-10-2015 20:48:00.000               -2.76700                2.90900               -2.99600
05-10-2015 20:52:00.000               -3.13600                2.40800               -3.01800
05-10-2015 20:56:00.000               -2.85500                2.47500               -3.23600
05-10-2015 21:00:00.000               -2.93900                2.29700               -3.40100
05-10-2015 21:04:00.000               -3.04400                2.23500               -3.41400
05-10-2015 21:08:00.000               -3.01900                2.13300               -3.51300
05-10-2015 21:12:00.000               -3.15500                1.81800               -3.61700
05-10-2015 21:16:00.000               -3.15700                1.83500               -3.47300
05-10-2015 21:20:00.000               -3.57800                1.13200               -3.26700
05-10-2015 21:24:00.000               -3.90600               0.796000               -2.83700
05-10-2015 21:28:00.000               -4.12400               0.279000               -2.57600
05-10-2015 21:32:00.000               -4.15200              -0.265000               -2.54600
05-10-2015 21:36:00.000               -4.04400              -0.557000               -2.54500
05-10-2015 21:40:00.000               -3.58600              -0.348000               -3.19700
05-10-2015 21:44:00.000               -3.66000              -0.757000               -2.93200
05-10-2015 21:48:00.000               -3.67600              -0.861000               -2.87900
05-10-2015 21:52:00.000               -3.25900                2.24500               -2.80700
05-10-2015 21:56:00.000               -3.16800                2.44600               -2.79400
05-10-2015 22:00:00.000               -3.46000                1.70300               -2.97100
05-10-2015 22:04:00.000               -3.61800                1.42800               -3.00300
05-10-2015 22:08:00.000               -3.36300               0.967000               -3.24400
05-10-2015 22:12:00.000               -3.37600               0.552000               -3.38500
05-10-2015 22:16:00.000               -3.59300              -0.255000               -3.22200
05-10-2015 22:20:00.000               -3.62900               0.180000               -3.24400
05-10-2015 22:24:00.000               -3.47400               0.474000               -3.38500
05-10-2015 22:28:00.000               -3.60400               0.733000               -3.23200
05-10-2015 22:32:00.000               -3.65100               0.575000               -3.11400
05-10-2015 22:36:00.000               -3.36000                1.30700               -3.09600
05-10-2015 22:40:00.000               -3.26400                2.17800               -2.61700
05-10-2015 22:44:00.000               -3.59200                2.15300               -2.45000
05-10-2015 22:48:00.000               -3.41000                1.42300               -3.24500
05-10-2015 22:52:00.000               -3.63100               0.570000               -3.18400
05-10-2015 22:56:00.000               -3.60500               0.750000               -3.07400
05-10-2015 23:00:00.000               -3.39400               0.448000               -3.33200
05-10-2015 23:04:00.000               -3.33800               0.280000               -3.46100
05-10-2015 23:08:00.000               -3.06900              0.0260000               -3.70100
05-10-2015 23:12:00.000               -1.94600              -0.805000               -4.16400
05-10-2015 23:16:00.000               -1.76600              -0.691000               -4.34600
05-10-2015 23:20:00.000               -1.37600               -1.05300               -4.17600
05-10-2015 23:24:00.000               -1.57900              -0.975000               -4.09900
05-10-2015 23:28:00.000               -1.41600              -0.879000               -3.69800
05-10-2015 23:32:00.000              -0.275000               -1.74500               -3.68200
05-10-2015 23:36:00.000              -0.381000               -2.07500               -3.79000
05-10-2015 23:40:00.000              -0.103000               -2.08000               -3.71100
05-10-2015 23:44:00.000               0.525000               -2.04200               -3.59600
05-10-2015 23:48:00.000              -0.177000               -1.78100               -3.39000
05-10-2015 23:52:00.000               -3.05900               0.281000               -2.92200
05-10-2015 23:56:00.000               -3.56800               0.357000               -2.20500
06-10-2015 00:00:00.000               -3.94700               0.671000               -1.65200
06-10-2015 00:04:00.000               -4.08000               0.826000               -1.11800
06-10-2015 00:08:00.000               -4.16600                1.52500              -0.190000
06-10-2015 00:12:00.000               -4.00200                1.88000              -0.309000
06-10-2015 00:16:00.000               -3.83600                1.98000              -0.357000
06-10-2015 00:20:00.000               -3.44400                1.88100              -0.784000
06-10-2015 00:24:00.000               -3.65800                1.29000              -0.823000
06-10-2015 00:28:00.000               -3.65300               0.936000              -0.949000
06-10-2015 00:32:00.000               -3.48100               0.139000               -1.24700
06-10-2015 00:36:00.000               -2.79400               0.140000               -1.73700
06-10-2015 00:40:00.000              -0.692000               -1.22600               -2.66600
06-10-2015 00:44:00.000              -0.804000              -0.859000               -2.84200
06-10-2015 00:48:00.000               -1.96200                1.69500               -3.02600
06-10-2015 00:52:00.000               -2.60400                1.29900               -2.54500
06-10-2015 00:56:00.000               -2.07600                1.59300               -2.44900
06-10-2015 01:00:00.000               -2.52200                2.13000              -0.503000
06-10-2015 01:04:00.000               -3.31500                2.88600              -0.104000
06-10-2015 01:08:00.000               -3.42400                2.94400              -0.806000
06-10-2015 01:12:00.000               -3.50800                2.87900              -0.877000
06-10-2015 01:16:00.000               -3.43900                2.77500               -1.18400
06-10-2015 01:20:00.000               -3.64300                2.38200               -1.34900
06-10-2015 01:24:00.000               -3.61200                2.19500              -0.995000
06-10-2015 01:28:00.000               -3.68800                1.72800               -1.67200
06-10-2015 01:32:00.000               -3.52800                2.03400               -1.42300
06-10-2015 01:36:00.000               -3.35200                2.29500               -1.36800
06-10-2015 01:40:00.000               -3.54300                2.35900               -1.06300
06-10-2015 01:44:00.000               -3.45500                2.61700              -0.888000
06-10-2015 01:48:00.000               -3.13400                2.75600              -0.940000
06-10-2015 01:52:00.000               -2.91500                2.72100              -0.954000
06-10-2015 01:56:00.000               -1.95600                1.61800               -3.29100
06-10-2015 02:00:00.000               -1.82800                1.25200               -3.50100
06-10-2015 02:04:00.000               -1.90500                1.78200               -3.38000
06-10-2015 02:08:00.000               -2.11400                1.28700               -3.62700
06-10-2015 02:12:00.000               -1.15100                2.44600               -3.53100
06-10-2015 02:16:00.000               -1.62700                2.17100               -3.62700
06-10-2015 02:20:00.000               -1.83000                2.62500               -3.49100
06-10-2015 02:24:00.000               -1.95300                2.63200               -3.68300
06-10-2015 02:28:00.000               -1.75800                1.67300               -3.97400
