#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
08-10-2015 02:35:00.000       1.88000          99999.9   1.00000E+07        999.990       999.990       12.8200         -63
08-10-2015 02:40:00.000      0.530000         -741.400       119525.      -0.130000      0.510000       12.7000         -59
08-10-2015 02:45:00.000      -2.32000         -746.200       174820.        1.74000      0.740000       12.0500         -57
08-10-2015 02:50:00.000      -3.54000         -767.800       275345.        2.98000       1.20000       11.6300         -59
08-10-2015 02:55:00.000      -5.15000         -791.100       246668.        4.10000      0.980000       11.5100         -57
08-10-2015 03:00:00.000      -4.34000         -778.800       205069.        3.39000      0.750000       12.0200         -57
08-10-2015 03:05:00.000      -2.64000         -770.600       286239.        2.06000       1.07000       12.0700         -60
08-10-2015 03:10:00.000      -2.69000         -768.800       253444.        2.23000      0.970000       12.1700         -59
08-10-2015 03:15:00.000      -2.17000         -742.000       174610.        1.62000      0.730000       12.1100         -61
08-10-2015 03:20:00.000      -3.59000         -749.100       161954.        2.88000      0.620000       12.1000         -58
08-10-2015 03:25:00.000      -3.20000         -776.000       217710.        2.60000      0.770000       12.0600         -56
08-10-2015 03:30:00.000      -3.36000         -792.900       199280.        2.86000      0.670000       12.1600         -55
08-10-2015 03:35:00.000      -3.07000         -810.800       201707.        2.49000      0.690000       12.3800         -59
08-10-2015 03:40:00.000      -2.05000         -833.300       207960.        2.25000      0.760000       12.0200         -62
08-10-2015 03:45:00.000     -0.560000         -733.300       225880.       0.410000       1.03000       12.1600         -67
08-10-2015 03:50:00.000     -0.920000         -733.400       206228.       0.780000      0.850000       12.2500         -70
08-10-2015 03:55:00.000     -0.380000         -749.700       213400.       0.280000      0.920000       12.1600         -71
08-10-2015 04:00:00.000       1.69000         -795.200       386469.       -1.11000       1.28000       12.1400         -72
08-10-2015 04:05:00.000     -0.420000         -767.800       281728.       0.390000       1.19000       12.0300         -70
08-10-2015 04:10:00.000      -3.04000         -761.000       178839.        2.31000      0.930000       11.6400         -68
08-10-2015 04:15:00.000      0.900000         -796.300       185185.      -0.720000      0.720000       12.2500         -65
08-10-2015 04:20:00.000       2.21000         -803.900       276168.       -1.70000      0.890000       12.3800         -63
08-10-2015 04:25:00.000       1.44000         -774.400       196109.       -1.12000      0.630000       12.4900         -65
08-10-2015 04:30:00.000    -0.0900000         -766.000       239585.      0.0700000      0.740000       12.5000         -64
08-10-2015 04:35:00.000      -1.56000         -776.000       223250.        1.21000      0.720000       12.3800         -63
08-10-2015 04:40:00.000      -3.96000         -786.900       231985.        3.13000      0.680000       12.1900         -62
08-10-2015 04:45:00.000      -3.61000         -786.700       250160.        2.84000      0.740000       12.2500         -61
08-10-2015 04:50:00.000      -4.16000         -775.400       255691.        3.02000      0.890000       12.0000         -61
08-10-2015 04:55:00.000      -3.23000         -764.600       270841.        2.47000      0.900000       12.1900         -62
08-10-2015 05:00:00.000      -2.34000         -737.500       235271.        1.73000      0.890000       12.1300         -65
08-10-2015 05:05:00.000      -3.96000         -747.800       211651.        2.68000      0.800000       11.9500         -69
08-10-2015 05:10:00.000      -4.36000         -748.700       195553.        3.27000      0.680000       12.0900         -70
08-10-2015 05:15:00.000      -4.47000         -748.800       163052.        3.36000      0.770000       11.6200         -71
08-10-2015 05:20:00.000      -2.84000         -736.900       164004.        2.25000      0.750000       11.8700         -65
08-10-2015 05:25:00.000      -2.15000         -720.100       212513.       0.920000       1.02000       11.9400         -62
08-10-2015 05:30:00.000      -2.29000         -778.200       243474.        2.16000       1.05000       12.0500         -60
08-10-2015 05:35:00.000      -1.93000         -755.800       273892.        1.37000       1.17000       12.0300         -59
08-10-2015 05:40:00.000     0.0800000         -752.400       245040.     -0.0500000       1.13000       12.1200         -56
08-10-2015 05:45:00.000       3.75000          99999.9   1.00000E+07        999.990       999.990       12.2500         -57
08-10-2015 05:50:00.000      0.530000         -770.700       151734.        1.20000      0.700000       12.2200         -58
08-10-2015 05:55:00.000       1.91000         -751.500       182349.       -1.43000      0.710000       12.5700         -58
08-10-2015 06:00:00.000       4.12000         -751.600       206339.       -3.11000      0.750000       12.5300         -56
08-10-2015 06:05:00.000       2.53000         -742.000       195698.       -1.89000      0.830000       12.2500         -55
08-10-2015 06:10:00.000      0.810000         -746.000       132153.      -0.910000      0.600000       12.8100         -55
08-10-2015 06:15:00.000      0.740000         -729.400       168074.      -0.550000      0.660000       12.6300         -54
08-10-2015 06:20:00.000     -0.310000         -748.800       267965.       0.240000       1.12000       12.4300         -55
08-10-2015 06:25:00.000       3.04000         -728.300       174840.       -2.23000      0.680000       12.5600         -53
08-10-2015 06:30:00.000      0.230000         -732.800       253683.       0.230000       1.03000       12.3500         -52
08-10-2015 06:35:00.000       3.18000         -752.900       295519.       -3.38000       1.31000       12.1300         -53
08-10-2015 06:40:00.000       4.63000         -746.600       221303.       -3.49000      0.940000       12.1400         -52
08-10-2015 06:45:00.000       3.33000         -736.100       205000.       -2.47000      0.970000       12.3600         -51
08-10-2015 06:50:00.000       2.35000         -729.000       221551.       -1.72000       1.05000       12.2100         -52
08-10-2015 06:55:00.000       2.64000         -738.000       254675.       -1.98000       1.17000       12.2100         -52
08-10-2015 07:00:00.000       2.07000         -744.400       224926.       -1.54000      0.920000       12.4300         -52
08-10-2015 07:05:00.000      -2.09000         -742.200       215700.        1.46000      0.840000       12.0300         -54
08-10-2015 07:10:00.000     0.0500000         -717.000       198077.      -0.320000       1.12000       12.0700         -55
08-10-2015 07:15:00.000       1.25000         -713.300       153736.      -0.840000      0.900000       12.1700         -54
08-10-2015 07:20:00.000       1.21000         -708.900       115163.      -0.860000      0.800000       12.0300         -51
08-10-2015 07:25:00.000      -1.01000         -714.600       116933.        1.35000      0.580000       12.3000         -50
08-10-2015 07:30:00.000     -0.810000         -715.600       141276.       0.580000      0.730000       12.6300         -50
08-10-2015 07:35:00.000      -3.70000         -748.100       331862.        2.46000       1.63000       11.9100         -55
08-10-2015 07:40:00.000     -0.190000          99999.9   1.00000E+07        999.990       999.990       11.7200         -57
08-10-2015 07:45:00.000       1.45000         -761.900       526082.       0.740000       3.00000       11.8900         -57
08-10-2015 07:50:00.000     -0.950000         -737.700       244623.       0.700000       1.23000       12.2300         -59
08-10-2015 07:55:00.000      -1.51000         -748.600       217582.        1.49000       1.24000       12.0900         -58
08-10-2015 08:00:00.000      -1.93000         -724.900       158645.        1.41000       1.02000       11.9900         -57
08-10-2015 08:05:00.000      -1.47000         -727.600       240732.        1.04000       1.47000       12.0300         -56
08-10-2015 08:10:00.000      -1.89000         -727.200       233958.        1.60000       1.54000       12.1200         -56
08-10-2015 08:15:00.000       1.63000         -720.800       200785.       -1.36000       1.08000       12.4000         -58
08-10-2015 08:20:00.000     -0.150000         -733.700       248964.       0.170000       1.34000       12.3900         -57
08-10-2015 08:25:00.000      0.840000         -725.500       204928.      -0.530000       1.24000       12.4500         -55
08-10-2015 08:30:00.000     -0.730000         -733.200       192384.       0.830000       1.43000       12.2400         -50
08-10-2015 08:35:00.000      -1.41000         -849.100       114586.       0.950000      0.540000       12.4000         -46
08-10-2015 08:40:00.000      -1.44000         -846.200       130845.        1.03000       1.02000       12.2600         -44
08-10-2015 08:45:00.000      -1.40000         -837.700       171625.        1.18000       1.25000       12.2100         -42
08-10-2015 08:50:00.000      -2.54000         -812.800       301359.        2.04000       4.21000       12.1000         -42
08-10-2015 08:55:00.000      -1.92000         -798.000       226367.        1.44000       1.04000       12.1700         -41
08-10-2015 09:00:00.000      -1.17000         -799.000       268388.        1.54000       1.52000       11.6100         -41
08-10-2015 09:05:00.000       2.27000          99999.9   1.00000E+07        999.990       999.990       12.0400         -41
08-10-2015 09:10:00.000       2.00000         -729.700       372321.       -1.22000       2.43000       12.1100         -42
08-10-2015 09:15:00.000       1.24000         -737.400       251046.      -0.920000       1.44000       12.4500         -43
08-10-2015 09:20:00.000      0.850000         -732.300       120015.      -0.620000      0.700000       12.8300         -43
08-10-2015 09:25:00.000     0.0600000         -728.000       79808.0      -0.230000      0.560000       12.8300         -44
08-10-2015 09:30:00.000      -1.14000         -724.900       182143.       0.830000       1.07000       12.6700         -44
08-10-2015 09:35:00.000     -0.310000         -732.400       175752.       0.470000      0.990000       12.3500         -45
08-10-2015 09:40:00.000      0.610000         -719.000       182678.      -0.540000       1.14000       12.3200         -44
08-10-2015 09:45:00.000     -0.100000         -718.600       102346.       0.160000      0.650000       12.4800         -40
08-10-2015 09:50:00.000     -0.390000         -717.800       104549.       0.280000      0.660000       12.6700         -39
08-10-2015 09:55:00.000     -0.340000         -719.000       136368.       0.240000      0.840000       12.5700         -40
08-10-2015 10:00:00.000     -0.650000         -718.100       145252.       0.570000      0.840000       12.6200         -40
08-10-2015 10:05:00.000      -1.23000         -717.700       153510.       0.880000      0.940000       12.6200         -42
08-10-2015 10:10:00.000      -2.09000         -713.200       143706.        1.57000      0.920000       12.0200         -43
08-10-2015 10:15:00.000      -2.33000         -726.400       156012.        1.81000       1.00000       12.3200         -43
08-10-2015 10:20:00.000      -3.74000         -771.700       230194.        2.89000       1.19000       12.3200         -42
08-10-2015 10:25:00.000      -4.02000         -762.300       240379.        3.06000       1.34000       12.1900         -40
08-10-2015 10:30:00.000      -2.65000         -734.000       184028.        1.99000       1.42000       12.0700         -39
08-10-2015 10:35:00.000      -2.53000         -746.200       228514.        1.88000       1.20000       12.5300         -37
08-10-2015 10:40:00.000      -1.81000         -782.200       248598.        1.40000      0.920000       12.7400         -35
08-10-2015 10:45:00.000      -1.84000         -787.500       253238.        1.55000      0.820000       12.7400         -34
08-10-2015 10:50:00.000      -2.19000         -782.200       230394.        1.75000      0.740000       12.8500         -36
08-10-2015 10:55:00.000      -2.42000         -782.200       228666.        1.83000      0.720000       12.8600         -35
08-10-2015 11:00:00.000      -2.74000         -777.200       204686.        2.04000      0.780000       12.5100         -35
08-10-2015 11:05:00.000      -3.18000         -790.800       206802.        2.51000      0.750000       12.6100         -35
08-10-2015 11:10:00.000      -3.23000         -779.700       192692.        2.51000      0.680000       12.7400         -36
08-10-2015 11:15:00.000      -2.87000         -774.500       203680.        2.23000      0.730000       12.8700         -38
08-10-2015 11:20:00.000      -2.79000         -736.100       260152.        2.06000      0.910000       13.0000         -39
08-10-2015 11:25:00.000      -2.53000         -716.800       280796.        1.77000       1.31000       12.7600         -41
08-10-2015 11:30:00.000      -1.18000         -739.000       266236.        1.52000       1.22000       12.8000         -41
08-10-2015 11:35:00.000      -3.60000         -733.000       226890.        2.64000       1.03000       12.5400         -41
08-10-2015 11:40:00.000      -4.66000         -743.900       293409.        3.77000       1.39000       12.3700         -41
08-10-2015 11:45:00.000      -2.67000         -721.200       220049.        1.93000       1.09000       12.8900         -42
08-10-2015 11:50:00.000      -3.55000         -755.900       194021.        2.61000      0.780000       12.4900         -42
08-10-2015 11:55:00.000      -2.49000         -740.800       310218.        1.86000       1.76000       12.6300         -42
08-10-2015 12:00:00.000     -0.330000         -716.900       308151.       0.240000       2.44000       12.3500         -43
08-10-2015 12:05:00.000      -2.38000         -750.900       243120.        1.80000       1.30000       12.5800         -45
08-10-2015 12:10:00.000      -3.38000         -756.500       166880.        2.33000      0.880000       12.6400         -46
08-10-2015 12:15:00.000      -3.16000         -737.200       179376.        2.33000       1.05000       12.6600         -47
08-10-2015 12:20:00.000      -2.35000         -732.800       258038.        1.81000       1.33000       12.7200         -49
08-10-2015 12:25:00.000      -4.63000         -751.000       251414.        3.49000       1.47000       11.8200         -49
08-10-2015 12:30:00.000      -4.59000         -761.100       270200.        3.38000       1.43000       12.1200         -47
08-10-2015 12:35:00.000      -4.33000         -773.000       248898.        3.33000       1.22000       12.2800         -49
08-10-2015 12:40:00.000      -4.65000         -774.300       206798.        3.61000       1.12000       11.9300         -50
08-10-2015 12:45:00.000      -4.64000         -760.200       262120.        3.53000       1.51000       11.8900         -50
08-10-2015 12:50:00.000      -1.91000         -754.400       296137.        1.44000       1.58000       12.4700         -52
08-10-2015 12:55:00.000      -1.15000         -761.300       260935.       0.880000       1.45000       12.4800         -51
08-10-2015 13:00:00.000      -2.18000         -746.600       242290.        1.64000       1.47000       12.4500         -50
08-10-2015 13:05:00.000      -2.58000         -744.100       211305.        1.93000       1.04000       12.7000         -50
08-10-2015 13:10:00.000      -2.56000         -787.600       173814.        2.19000      0.700000       12.9200         -50
08-10-2015 13:15:00.000      -2.65000         -787.600       173814.        1.85000      0.700000       12.7500         -49
08-10-2015 13:20:00.000      -3.45000         -771.300       144136.        2.97000      0.740000       12.5900         -49
08-10-2015 13:25:00.000      -2.88000         -762.200       223868.        2.00000      0.980000       12.7400         -48
08-10-2015 13:30:00.000      -2.53000         -749.800       205846.        1.89000       1.07000       12.6300         -48
08-10-2015 13:35:00.000      -3.60000         -763.500       172753.        2.75000      0.850000       12.5800         -47
08-10-2015 13:40:00.000      -3.26000         -784.800       216235.        2.57000       1.04000       12.3200         -47
08-10-2015 13:45:00.000      -3.83000         -756.800       180369.        2.92000      0.890000       12.4000         -48
08-10-2015 13:50:00.000      -3.73000         -771.900       214604.        2.87000       1.14000       12.0500         -48
08-10-2015 13:55:00.000      -2.42000         -743.900       291324.        1.80000       1.59000       12.4800         -51
08-10-2015 14:00:00.000      -2.69000         -754.000       274660.        1.87000       1.40000       12.3000         -51
08-10-2015 14:05:00.000      -4.08000         -772.400       260428.        3.21000       1.68000       11.8700         -51
08-10-2015 14:10:00.000      -2.01000         -755.000       238575.        1.52000       1.34000       12.4900         -51
08-10-2015 14:15:00.000      -2.94000         -748.200       184602.        2.19000       1.04000       12.7100         -51
08-10-2015 14:20:00.000      -1.84000         -724.300       321434.       0.580000       1.83000       12.4900         -51
08-10-2015 14:25:00.000      -2.26000         -732.500       220935.        1.24000       1.56000       12.4200         -50
08-10-2015 14:30:00.000     -0.240000         -731.400       295041.       0.180000       2.10000       12.5500         -51
08-10-2015 14:35:00.000      -1.53000         -735.100       270676.        1.01000       1.72000       12.7500         -51
08-10-2015 14:40:00.000      -1.82000         -714.200       165760.        1.31000       1.34000       12.6700         -49
08-10-2015 14:45:00.000      -1.31000         -703.400       239942.       0.910000       1.52000       12.8500         -48
08-10-2015 14:50:00.000     0.0200000         -710.400       272684.      -0.120000       1.98000       12.5900         -49
08-10-2015 14:55:00.000     -0.940000         -726.700       245598.       0.620000       1.62000       12.6600         -49
08-10-2015 15:00:00.000      0.860000         -746.500       185948.      -0.640000       1.02000       12.8800         -49
08-10-2015 15:05:00.000      -2.66000         -734.200       233885.        1.92000       1.32000       12.7200         -48
08-10-2015 15:10:00.000      -2.58000         -717.900       280663.        2.26000       1.69000       12.5300         -48
08-10-2015 15:15:00.000      -3.48000         -738.000       249400.        2.57000       1.56000       12.1900         -48
08-10-2015 15:20:00.000      -4.14000         -715.400       213134.        2.98000       1.52000       11.8400         -50
08-10-2015 15:25:00.000      -3.89000         -716.100       215342.        2.86000       1.28000       12.0600         -52
08-10-2015 15:30:00.000      -3.21000         -715.700       229067.        2.31000       1.40000       11.9500         -54
08-10-2015 15:35:00.000      -3.38000         -713.900       225027.        2.42000       1.40000       12.0400         -56
08-10-2015 15:40:00.000      -2.11000         -727.800       252348.        1.60000       1.58000       12.0800         -56
08-10-2015 15:45:00.000     -0.230000         -713.100       250441.     -0.0200000       1.65000       12.4800         -56
08-10-2015 15:50:00.000      -2.10000         -693.200       175958.        1.46000       1.20000       12.6200         -56
08-10-2015 15:55:00.000      -3.59000         -710.300       158567.        2.55000       1.14000       12.3200         -56
08-10-2015 16:00:00.000      -2.77000         -711.200       146702.        1.95000      0.910000       12.5200         -56
08-10-2015 16:05:00.000      -2.20000         -693.000       194580.        1.49000       1.34000       12.3900         -56
08-10-2015 16:10:00.000     -0.220000         -702.300       147016.       0.150000      0.870000       13.1000         -57
08-10-2015 16:15:00.000      0.250000         -720.200       154107.      -0.170000      0.880000       12.9300         -55
08-10-2015 16:20:00.000      -3.12000         -705.200       159258.        1.90000      0.970000       12.5000         -53
08-10-2015 16:25:00.000      -3.87000         -700.000       187451.        2.72000      0.940000       12.3100         -51
08-10-2015 16:30:00.000      -5.26000         -730.800       181851.        3.91000       1.01000       11.7500         -52
08-10-2015 16:35:00.000      -5.48000         -743.100       170653.        4.08000      0.780000       12.1900         -52
08-10-2015 16:40:00.000      -5.02000         -719.600       187521.        3.43000      0.870000       12.1600         -54
08-10-2015 16:45:00.000      -4.19000         -718.800       223911.        3.09000       1.03000       12.4400         -56
08-10-2015 16:50:00.000      -3.52000         -716.500       206071.        2.53000      0.920000       12.7000         -57
08-10-2015 16:55:00.000      -2.62000         -709.200       177928.        1.86000      0.850000       12.8300         -58
08-10-2015 17:00:00.000      0.150000         -682.900       152098.      0.0100000      0.820000       13.0700         -58
08-10-2015 17:05:00.000     -0.980000         -703.500       156424.       0.870000      0.720000       13.2000         -57
08-10-2015 17:10:00.000      -2.37000         -719.400       235044.        1.92000       1.06000       12.9400         -56
08-10-2015 17:15:00.000     -0.950000         -688.100       139970.       0.370000      0.790000       13.0400         -55
08-10-2015 17:20:00.000      -1.30000         -681.900       127482.       0.650000      0.700000       13.1600         -54
08-10-2015 17:25:00.000     -0.510000         -689.800       165104.       0.300000      0.880000       13.3900         -53
08-10-2015 17:30:00.000      -1.11000         -684.700       123038.       0.660000      0.830000       13.0300         -53
08-10-2015 17:35:00.000      -1.07000         -688.800       113839.       0.740000      0.640000       13.4700         -52
08-10-2015 17:40:00.000      -2.14000         -701.900       150738.        1.51000      0.680000       13.3000         -52
08-10-2015 17:45:00.000      -3.09000         -704.800       156649.        2.18000      0.700000       12.9600         -51
08-10-2015 17:50:00.000      -2.85000         -693.600       167692.        1.98000      0.860000       12.5500         -51
08-10-2015 17:55:00.000      -2.79000         -739.300       108789.        2.01000      0.700000       12.6100         -50
08-10-2015 18:00:00.000      -1.28000         -710.900       165649.       0.910000      0.770000       13.1100         -49
08-10-2015 18:05:00.000      0.260000         -774.900       209389.       0.210000      0.800000       13.1600         -51
08-10-2015 18:10:00.000      -1.47000         -770.600       180469.        1.13000      0.740000       12.8600         -50
08-10-2015 18:15:00.000     -0.990000         -734.200       164139.       0.790000      0.610000       13.4200         -47
08-10-2015 18:20:00.000       3.40000         -747.900       148847.       -2.56000      0.570000       13.2800         -47
08-10-2015 18:25:00.000     -0.180000         -732.600       237423.       0.100000       1.46000       12.8900         -47
08-10-2015 18:30:00.000      -2.40000         -710.000       204828.        1.71000       1.18000       12.5600         -44
08-10-2015 18:35:00.000      -3.48000         -716.000       141231.        2.50000      0.930000       12.5100         -44
08-10-2015 18:40:00.000      -2.34000         -708.400       212560.        1.68000       1.30000       12.6900         -42
08-10-2015 18:45:00.000      0.540000         -698.800       253885.        1.73000       1.67000       12.5700         -41
08-10-2015 18:50:00.000       3.89000         -725.300       168277.       -3.07000       1.10000       13.0800         -40
08-10-2015 18:55:00.000       3.57000         -718.600       198133.       -2.31000       1.03000       13.2200         -40
08-10-2015 19:00:00.000     -0.620000         -700.300       229356.       0.430000       1.22000       12.5400         -40
08-10-2015 19:05:00.000      -2.32000         -707.100       236087.        1.65000       1.41000       12.2700         -41
08-10-2015 19:10:00.000      -3.00000         -706.900       222739.        2.13000       1.37000       12.1500         -39
08-10-2015 19:15:00.000     -0.950000         -698.800       204628.       0.510000       1.82000       12.2800         -41
08-10-2015 19:20:00.000     -0.310000         -700.800       165670.      0.0400000       1.17000       12.7800         -40
08-10-2015 19:25:00.000      0.260000         -699.200       214926.      -0.350000       1.26000       12.7100         -40
08-10-2015 19:30:00.000      0.960000         -700.600       168404.      -0.670000       1.12000       12.6300         -41
08-10-2015 19:35:00.000       2.38000         -717.700       203258.       -1.72000       1.05000       12.9000         -40
08-10-2015 19:40:00.000       4.30000         -736.700       164953.       -3.18000      0.720000       13.4500         -41
08-10-2015 19:45:00.000       4.68000         -730.600       215777.       -3.40000       1.22000       13.0600         -41
08-10-2015 19:50:00.000       3.63000         -740.400       234379.       -2.75000       1.52000       12.7100         -39
08-10-2015 19:55:00.000       4.01000         -765.200       252208.       -3.08000       2.12000       12.1600         -38
08-10-2015 20:00:00.000       4.28000         -761.100       262964.       -3.27000       2.19000       12.2600         -37
08-10-2015 20:05:00.000       4.39000         -756.600       227556.       -3.33000       2.04000       12.2900         -37
08-10-2015 20:10:00.000      0.740000         -744.500       193205.      -0.550000       1.63000       12.2800         -37
08-10-2015 20:15:00.000     -0.890000         -737.100       255009.       0.660000       1.88000       12.2400         -37
08-10-2015 20:20:00.000      -1.51000         -745.400       247203.        1.13000       1.73000       12.2700         -38
08-10-2015 20:25:00.000      -1.25000         -727.900       194018.       0.910000       1.22000       12.5600         -37
08-10-2015 20:30:00.000     -0.680000         -733.300       298272.        1.33000       2.72000       12.3600         -37
08-10-2015 20:35:00.000      -3.39000         -749.300       251812.        2.55000       2.77000       11.8000         -37
08-10-2015 20:40:00.000      -2.54000         -741.700       221015.        1.89000       2.36000       12.1900         -37
08-10-2015 20:45:00.000      -1.90000         -744.600       205501.        1.41000       2.16000       12.3200         -37
08-10-2015 20:50:00.000      -3.34000         -750.600       249831.        2.51000       2.56000       11.8400         -38
08-10-2015 20:55:00.000      -3.82000         -750.700       182069.        2.87000       1.75000       12.1400         -40
08-10-2015 21:00:00.000      -3.22000         -750.200       269185.        2.42000       2.88000       12.0300         -41
08-10-2015 21:05:00.000       1.15000         -739.200       324229.      -0.890000       5.17000       12.3200         -42
08-10-2015 21:10:00.000       1.07000         -730.500       322499.      -0.780000       4.27000       12.2700         -43
08-10-2015 21:15:00.000      0.330000         -738.800       192272.      -0.220000       3.36000       12.0700         -45
08-10-2015 21:20:00.000      0.770000         -725.600       366711.      -0.480000       5.24000       12.3400         -46
08-10-2015 21:25:00.000     -0.380000         -729.200       278325.      0.0600000       5.43000       12.2700         -48
08-10-2015 21:30:00.000      -2.00000         -731.000       289662.        1.32000       3.98000       12.0500         -50
08-10-2015 21:35:00.000      -2.74000         -736.500       275517.        1.92000       3.16000       12.0700         -48
08-10-2015 21:40:00.000      -1.96000         -731.800       266754.        1.45000       3.06000       12.0500         -46
08-10-2015 21:45:00.000     0.0100000         -738.300       245974.     -0.0100000       3.17000       12.3600         -46
08-10-2015 21:50:00.000       1.38000          99999.9   1.00000E+07        999.990       999.990       12.4300         -48
08-10-2015 21:55:00.000       1.05000         -729.200       296829.      -0.770000       4.15000       12.4200         -50
08-10-2015 22:00:00.000      0.760000         -731.400       226103.      -0.360000       2.74000       12.3500         -52
08-10-2015 22:05:00.000      0.360000         -730.900       185791.      -0.220000       2.39000       12.4700         -51
08-10-2015 22:10:00.000      0.760000         -733.600       252993.      -0.660000       3.40000       12.3100         -51
08-10-2015 22:15:00.000      0.770000         -729.400       255245.      -0.670000       4.13000       12.2300         -51
08-10-2015 22:20:00.000      0.130000         -732.200       210482.       0.210000       3.17000       12.2100         -48
08-10-2015 22:25:00.000     -0.880000         -752.100       128575.       0.630000       2.65000       11.6700         -45
08-10-2015 22:30:00.000      -1.05000         -729.800       208974.       0.740000       3.01000       12.0900         -46
08-10-2015 22:35:00.000      0.830000         -730.100       223478.      -0.700000       3.04000       12.3800         -45
08-10-2015 22:40:00.000      0.480000         -734.800       247398.      -0.350000       3.18000       12.2900         -44
08-10-2015 22:45:00.000       1.20000         -731.600       224270.      -0.880000       2.91000       12.4200         -44
08-10-2015 22:50:00.000      0.320000         -736.800       141096.      -0.170000       2.01000       12.5400         -46
08-10-2015 22:55:00.000    -0.0500000         -736.500       211013.       0.140000       2.45000       12.3100         -46
08-10-2015 23:00:00.000     -0.730000         -738.900       201966.       0.520000       2.42000       12.2000         -46
08-10-2015 23:05:00.000     -0.890000         -741.100       262371.       0.560000       3.14000       12.2300         -46
08-10-2015 23:10:00.000     -0.320000         -739.800       176207.       0.240000       1.73000       12.3900         -46
08-10-2015 23:15:00.000     -0.810000         -740.800       168549.       0.600000       1.94000       12.3100         -45
08-10-2015 23:20:00.000     -0.320000         -744.800       201705.      -0.110000       2.30000       12.5300         -46
08-10-2015 23:25:00.000      0.670000         -741.600       290898.      -0.530000       2.83000       12.6700         -46
08-10-2015 23:30:00.000      0.860000         -742.300       264592.      -0.630000       2.54000       12.8100         -46
08-10-2015 23:35:00.000      0.810000         -742.000       186358.      -0.550000       1.57000       12.9800         -46
