#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 5 minute Interplantary OMNI data
#     DATA_TYPE                       HRO>Definitive 5minute
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            5minute averaged definitive multispacecraft interplanetary parameters data
#                                     Additional information for all parameters are available from OMNI Data Documentation:                  
#                                      https://omniweb.gsfc.nasa.gov/html/HROdocum.html                                                      
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow_m
#                                     Recent omni high resolution updates Release Notes: https://omniweb.gsfc.nasa.gov/html/hro_news.html    
#     MODS                            created November 2006;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni_hro_5min_00000000_v01
#     PI_NAME                         J.H. King, N. Papatashvilli
#     PI_AFFILIATION                  AdnetSystems, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Electric Fields (space)
#     GENERATED_BY                    King/Papatashvilli
#     TIME_RESOLUTION                 5 minute
#     LOGICAL_SOURCE                  omni_hro_5min
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, 5-minute IMF and Plasma, and Energetic Proton Fluxes,                       
#                                      Time-Shifted to the Nose  of the Earth's Bow Shock, plus Magnetic Indices                             
#     LINK_TEXT                       Additional information for all parameters are available from
#                                     Additional data access options available at
#                                     Recent omni high resolution updates
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/HROdocum.html
#                                     https://omniweb.gsfc.nasa.gov/ow_min.html
#                                     https://omniweb.gsfc.nasa.gov/html/hro_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-HRO_5min_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT5M
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch Time
#  2. Bz (nT), GSM, determined from post-shift GSE components
#  3. Vx Velocity (km/s), GSE
#  4. Temperature (K)
#  5. Electric Field (mV/m)
#       NOTES:  Derived parameters are obtained from the following equations. Electric field = -V(km/s) * Bz (nT; GSM) * 10**-3
#  6. Plasma beta
#       NOTES:  Derived parameters are obtained from the following equations. Plasma beta = [(T*4.16/10**5) + 5.34] * Np / B**2 (B in nT)
#  7. Bow Shock Nose (Re) location, X, GSE
#  8. SYM/H - 5-minute SYM/H index,from WDC Kyoto (1981/001-2017/059)
#
EPOCH_TIME                    BZ,_GSM VX_VELOCITY,_GSE   TEMPERATURE ELECTRIC_FIELD   PLASMA_BETA  X_(BSN),_GSE SYM/H_INDEX
dd-mm-yyyy hh:mm:ss.ms             nT             km/s             K           mV/m                          Re          nT
05-10-2015 00:00:00.000      -1.24000         -445.900       78875.0       0.560000      0.720000       13.2900         -40
05-10-2015 00:05:00.000      -1.31000         -453.100       90891.0       0.590000      0.740000       13.3300         -40
05-10-2015 00:10:00.000      -1.38000         -448.100       76893.0       0.620000      0.760000       13.3700         -39
05-10-2015 00:15:00.000      -2.05000         -451.500       91058.0       0.920000      0.960000       13.0500         -39
05-10-2015 00:20:00.000      -2.73000         -457.800       114252.        1.25000       1.14000       12.9200         -39
05-10-2015 00:25:00.000       1.29000         -447.000       107519.      -0.570000      0.900000       13.4100         -37
05-10-2015 00:30:00.000       2.06000         -433.300       83101.0      -0.890000      0.820000       13.4000         -36
05-10-2015 00:35:00.000       3.16000         -443.500       82821.0       -1.46000      0.650000       13.5800         -35
05-10-2015 00:40:00.000       3.22000         -443.800       63398.0       -1.43000      0.530000       13.5500         -35
05-10-2015 00:45:00.000       2.79000         -445.900       67381.0       -1.47000      0.590000       13.4300         -34
05-10-2015 00:50:00.000       2.38000         -444.900       75493.0       -1.17000      0.590000       13.4800         -33
05-10-2015 00:55:00.000       2.86000         -443.600       73533.0       -1.30000      0.580000       13.5400         -31
05-10-2015 01:00:00.000       3.18000         -446.700       78509.0       -1.42000      0.630000       13.6000         -29
05-10-2015 01:05:00.000       3.14000         -442.500       71174.0       -1.40000      0.570000       13.7100         -27
05-10-2015 01:10:00.000       3.25000         -447.300       68960.0       -1.46000      0.530000       13.8300         -26
05-10-2015 01:15:00.000       3.63000         -439.200       46587.0       -1.60000      0.370000       13.9900         -25
05-10-2015 01:20:00.000       3.60000         -442.800       70241.0       -1.60000      0.560000       13.5400         -24
05-10-2015 01:25:00.000       2.99000         -437.300       69691.0       -1.24000      0.560000       13.5200         -23
05-10-2015 01:30:00.000       2.89000         -438.900       62234.0       -1.31000      0.520000       13.5800         -23
05-10-2015 01:35:00.000       2.87000         -444.300       55430.0       -1.28000      0.450000       13.7300         -21
05-10-2015 01:40:00.000       3.07000         -442.000       59778.0       -1.36000      0.450000       13.8600         -20
05-10-2015 01:45:00.000       3.41000         -442.200       56334.0       -1.51000      0.410000       13.9500         -18
05-10-2015 01:50:00.000       3.55000         -444.500       72108.0       -1.61000      0.490000       13.7800         -16
05-10-2015 01:55:00.000       1.75000         -445.500       66985.0      -0.780000      0.500000       13.6600         -15
05-10-2015 02:00:00.000      -1.57000         -449.100       74934.0       0.710000      0.640000       13.1900         -13
05-10-2015 02:05:00.000      0.530000         -438.600       58358.0      -0.230000      0.410000       14.0600         -12
05-10-2015 02:10:00.000     -0.520000         -433.900       48827.0       0.230000      0.430000       13.8100         -12
05-10-2015 02:15:00.000     -0.610000         -438.300       63197.0      0.0100000      0.500000       13.7300         -11
05-10-2015 02:20:00.000      -1.96000         -437.800       51479.0       0.820000      0.420000       13.4700         -10
05-10-2015 02:25:00.000      -1.40000         -439.700       76088.0       0.620000      0.570000       13.1700         -10
05-10-2015 02:30:00.000     -0.110000         -444.400       104800.     -0.0200000      0.690000       13.1500         -10
05-10-2015 02:35:00.000      0.380000         -439.100       77635.0      -0.170000      0.660000       13.1600         -11
05-10-2015 02:40:00.000       1.07000         -437.700       95931.0      -0.530000      0.680000       13.0500         -11
05-10-2015 02:45:00.000     0.0300000         -437.100       114091.      0.0500000      0.780000       13.1000         -13
05-10-2015 02:50:00.000      0.250000         -446.300       84217.0      -0.180000      0.630000       13.2900         -14
05-10-2015 02:55:00.000      0.800000         -431.200       80940.0      -0.340000      0.590000       13.4200         -16
05-10-2015 03:00:00.000      0.170000         -433.100       117000.     -0.0800000      0.780000       13.2500         -17
05-10-2015 03:05:00.000      0.780000         -436.100       115431.      -0.290000      0.800000       13.2100         -17
05-10-2015 03:10:00.000      0.640000         -432.500       105926.      -0.280000      0.800000       13.1900         -17
05-10-2015 03:15:00.000      -1.87000         -430.600       119283.       0.590000      0.790000       12.9000         -17
05-10-2015 03:20:00.000      -2.41000         -430.800       114836.        1.00000      0.840000       12.8500         -16
05-10-2015 03:25:00.000      -2.74000         -434.600       81487.0        1.15000      0.570000       13.0200         -16
05-10-2015 03:30:00.000      -1.27000         -429.000       80064.0       0.550000      0.650000       13.2500         -16
05-10-2015 03:35:00.000     -0.260000         -427.800       87362.0        999.990       999.990       13.3900         -16
05-10-2015 03:40:00.000      -1.85000         -434.900       72766.0        1.04000      0.560000       13.1700         -16
05-10-2015 03:45:00.000      -1.35000         -436.500       72886.0       0.600000      0.630000       13.1200         -15
05-10-2015 03:50:00.000      -2.14000         -433.100       42738.0       0.430000      0.470000       13.3600         -15
05-10-2015 03:55:00.000      -2.97000         -447.600       69010.0        1.04000      0.580000       13.1800         -16
05-10-2015 04:00:00.000      -2.39000         -439.700       78934.0        1.05000      0.580000       13.1800         -17
05-10-2015 04:05:00.000      -2.18000         -441.000       82505.0       0.960000      0.580000       13.2400         -17
05-10-2015 04:10:00.000      -2.76000         -449.600       93782.0        1.68000      0.620000       13.2200         -17
05-10-2015 04:15:00.000       1.57000         -438.400       79672.0      -0.690000      0.580000       13.7900         -16
05-10-2015 04:20:00.000       2.17000         -444.900       111874.      -0.980000      0.720000       13.6000         -16
05-10-2015 04:25:00.000       2.14000         -448.200       97333.0      -0.180000      0.680000       13.5000         -17
05-10-2015 04:30:00.000       2.88000         -443.100       101688.       -1.28000      0.760000       13.4900         -17
05-10-2015 04:35:00.000       1.51000         -435.400       91438.0      -0.630000      0.680000       13.7100         -16
05-10-2015 04:40:00.000       1.90000         -466.600       116543.       -1.28000      0.810000       13.5700         -16
05-10-2015 04:45:00.000      0.370000         -455.500       123031.      -0.220000      0.900000       13.2300         -16
05-10-2015 04:50:00.000      -1.21000         -449.500       90309.0       0.430000      0.760000       13.4800         -15
05-10-2015 04:55:00.000      -3.16000         -448.000       82091.0        1.52000      0.790000       13.0100         -15
05-10-2015 05:00:00.000      -6.27000         -471.600       89334.0        2.97000      0.870000       12.1600         -14
05-10-2015 05:05:00.000      -6.99000         -479.700       100019.        3.37000      0.990000       11.7600         -11
05-10-2015 05:10:00.000      -6.90000          99999.9   1.00000E+07        999.990       999.990       11.8000         -11
05-10-2015 05:15:00.000      -6.48000         -511.600       68058.0        3.22000      0.690000       11.7100         -12
05-10-2015 05:20:00.000      -6.40000         -500.200       106575.        3.22000       1.01000       11.5700         -14
05-10-2015 05:25:00.000      -6.20000         -479.100       86378.0        2.92000      0.910000       11.8400         -15
05-10-2015 05:30:00.000      -5.72000         -468.400       87209.0        2.69000      0.860000       12.2000         -18
05-10-2015 05:35:00.000      -6.04000         -479.600       68394.0        2.91000      0.800000       12.1700         -21
05-10-2015 05:40:00.000      -6.74000         -483.600       69762.0        3.28000      0.770000       11.7800         -23
05-10-2015 05:45:00.000      -7.64000         -485.200       68404.0        3.73000      0.690000       11.7000         -24
05-10-2015 05:50:00.000      -6.24000         -481.400       137139.        3.10000       1.72000       11.4200         -26
05-10-2015 05:55:00.000      -5.18000         -479.500       142416.        2.49000       2.39000       11.5700         -27
05-10-2015 06:00:00.000      -4.33000         -467.500       180856.        2.14000       3.32000       11.6900         -28
05-10-2015 06:05:00.000      -4.95000         -460.800       169566.        2.29000       3.03000       11.5700         -30
05-10-2015 06:10:00.000      -5.16000          99999.9   1.00000E+07        999.990       999.990       11.7800         -33
05-10-2015 06:15:00.000      -5.91000          99999.9   1.00000E+07        999.990       999.990       11.6100         -35
05-10-2015 06:20:00.000      -5.38000          99999.9   1.00000E+07        999.990       999.990       11.7400         -37
05-10-2015 06:25:00.000      -2.58000         -468.300       123573.        1.21000       1.27000       12.8300         -35
05-10-2015 06:30:00.000      -2.91000         -460.300       74664.0        1.36000      0.700000       13.1300         -36
05-10-2015 06:35:00.000      -1.70000         -464.400       144224.       0.600000       1.40000       12.7300         -36
05-10-2015 06:40:00.000     -0.640000         -476.900       174059.       0.290000       1.75000       12.5100         -36
05-10-2015 06:45:00.000      -1.88000         -462.700       183810.       0.870000       1.91000       12.4500         -36
05-10-2015 06:50:00.000      -2.42000         -463.100       170237.        1.12000       1.79000       12.5000         -35
05-10-2015 06:55:00.000      -2.62000         -454.600       174900.        1.17000       1.86000       12.4500         -35
05-10-2015 07:00:00.000      -3.38000         -456.600       146896.        1.54000       1.80000       12.2500         -35
05-10-2015 07:05:00.000      -2.58000         -470.600       172424.       0.960000       1.79000       12.3300         -35
05-10-2015 07:10:00.000      -3.26000         -471.600       139765.        1.50000       1.63000       12.6700         -38
05-10-2015 07:15:00.000      -2.28000         -464.700       158513.        1.06000       1.90000       12.3500         -35
05-10-2015 07:20:00.000     -0.610000         -482.800       146569.       0.320000       1.62000       12.4700         -35
05-10-2015 07:25:00.000      -1.28000         -487.300       148020.       0.520000       1.89000       12.3700         -34
05-10-2015 07:30:00.000      -2.08000         -466.300       183181.       0.830000       2.23000       12.4000         -32
05-10-2015 07:35:00.000      -4.31000         -462.900       167302.        1.95000       1.97000       12.2700         -29
05-10-2015 07:40:00.000      -4.73000         -461.300       110304.        2.19000       1.47000       12.1700         -29
05-10-2015 07:45:00.000      -4.52000         -459.600       137328.        2.13000       1.81000       12.1400         -28
05-10-2015 07:50:00.000      -4.82000         -463.100       140733.        2.31000       1.78000       12.1700         -28
05-10-2015 07:55:00.000      -4.66000         -446.900       90387.0        1.90000       1.24000       12.3700         -28
05-10-2015 08:00:00.000      -5.62000         -471.900       108380.        2.66000       1.30000       12.0200         -26
05-10-2015 08:05:00.000      -3.11000         -465.400       141817.        1.94000       1.53000       12.4200         -25
05-10-2015 08:10:00.000      -2.52000         -459.800       125085.        1.03000       1.21000       12.6600         -25
05-10-2015 08:15:00.000      -2.60000         -455.200       127863.        1.19000       1.25000       12.7300         -27
05-10-2015 08:20:00.000      -2.15000         -453.400       109764.       0.960000       1.10000       12.8300         -27
05-10-2015 08:25:00.000      -3.18000         -460.000       186826.        2.18000       2.06000       12.3200         -27
05-10-2015 08:30:00.000      -2.19000         -454.900       115534.        1.08000       1.24000       12.9300         -25
05-10-2015 08:35:00.000      -2.26000          99999.9   1.00000E+07        999.990       999.990       12.7000         -24
05-10-2015 08:40:00.000      -2.44000         -451.000       131412.        1.15000       1.43000       12.6000         -22
05-10-2015 08:45:00.000      -2.93000         -454.400       121012.        1.31000       1.38000       12.6300         -20
05-10-2015 08:50:00.000      -3.34000         -463.300       146389.        1.44000       1.81000       12.5200         -18
05-10-2015 08:55:00.000      -2.86000         -471.100       139416.        2.40000       1.42000       12.3600         -18
05-10-2015 09:00:00.000      -2.82000         -480.100       127962.     -0.0200000       1.41000       12.4200         -18
05-10-2015 09:05:00.000      -4.17000         -468.300       139614.        1.90000       1.50000       12.3900         -18
05-10-2015 09:10:00.000      -4.88000         -461.900       141692.        2.26000       1.50000       12.2500         -19
05-10-2015 09:15:00.000      -6.39000         -466.900       125639.        3.00000       1.43000       11.7300         -19
05-10-2015 09:20:00.000      -5.96000         -474.300       127888.        2.91000       1.48000       11.8400         -21
05-10-2015 09:25:00.000      -5.21000         -472.300       117409.        2.36000       1.19000       12.4600         -20
05-10-2015 09:30:00.000      -5.92000         -468.700       116922.        2.93000      0.980000       12.3400         -20
05-10-2015 09:35:00.000      -6.03000         -468.600       107019.        2.84000      0.930000       12.2600         -20
05-10-2015 09:40:00.000      -5.96000         -461.000       97644.0        2.76000      0.840000       12.2800         -21
05-10-2015 09:45:00.000      -6.56000         -473.000       120951.        3.12000      0.970000       12.2500         -22
05-10-2015 09:50:00.000      -6.33000         -472.300       62866.0        2.98000      0.620000       12.5400         -22
05-10-2015 09:55:00.000      -6.58000         -472.100       81243.0        3.12000      0.930000       11.9900         -19
05-10-2015 10:00:00.000      -6.17000         -471.000       111362.        2.93000      0.970000       12.3600         -14
05-10-2015 10:05:00.000      -5.96000         -467.100       113083.        2.79000      0.940000       12.4700         -10
05-10-2015 10:10:00.000      -3.97000         -469.600       114586.        1.26000      0.980000       12.5300          -8
05-10-2015 10:15:00.000      0.150000         -491.500       105736.      0.0800000       1.04000       12.7600          -5
05-10-2015 10:20:00.000      -2.72000         -494.800       65995.0        1.47000      0.620000       13.1400          -3
05-10-2015 10:25:00.000      -5.38000         -494.900       108447.        2.67000       1.04000       12.3600          -5
05-10-2015 10:30:00.000      -5.73000         -508.100       110400.        2.96000       1.08000       12.1800          -8
05-10-2015 10:35:00.000      -5.90000         -511.000       71885.0        2.99000      0.860000       12.2600         -10
05-10-2015 10:40:00.000      -6.25000         -496.100       110516.        3.08000       1.03000       12.2100         -12
05-10-2015 10:45:00.000      -4.92000         -476.500       90987.0        2.21000      0.920000       12.7900         -13
05-10-2015 10:50:00.000      -4.33000         -471.400       91616.0        2.05000      0.850000       13.1800         -14
05-10-2015 10:55:00.000      0.420000         -457.100       65242.0      -0.320000      0.840000       13.3400         -15
05-10-2015 11:00:00.000       1.02000         -455.700       98661.0      -0.520000       1.44000       12.6600         -14
05-10-2015 11:05:00.000      -3.06000         -459.700       153565.        1.26000       1.64000       12.3600         -14
05-10-2015 11:10:00.000      -3.79000         -462.600       109107.        1.70000       1.31000       12.3700         -13
05-10-2015 11:15:00.000      -2.03000         -464.900       111349.       0.950000       1.56000       12.6000         -15
05-10-2015 11:20:00.000      -2.27000         -468.200       133496.        1.07000       1.90000       12.5500         -15
05-10-2015 11:25:00.000      -2.82000         -478.700       109234.        1.35000       2.17000       12.3400         -16
05-10-2015 11:30:00.000      -2.11000         -476.600       128685.       0.920000       2.64000       12.5200         -14
05-10-2015 11:35:00.000      -3.10000         -470.900       154041.        1.47000       2.51000       12.6200         -14
05-10-2015 11:40:00.000      -3.49000         -481.600       143049.        1.68000       2.31000       12.5000         -14
05-10-2015 11:45:00.000      -1.23000         -474.600       158845.       0.880000       2.94000       12.1200         -15
05-10-2015 11:50:00.000      0.680000         -478.000       152473.      -0.300000       3.06000       12.1100         -15
05-10-2015 11:55:00.000       1.00000         -471.500       205980.      -0.740000       4.30000       12.2800         -16
05-10-2015 12:00:00.000      0.100000         -486.000       136644.     -0.0100000       2.92000       12.2200         -15
05-10-2015 12:05:00.000      0.860000         -480.200       149476.      -0.410000       2.78000       12.2100         -15
05-10-2015 12:10:00.000     -0.220000         -470.300       143096.       0.110000       2.87000       12.1600         -16
05-10-2015 12:15:00.000      0.340000         -464.700       141496.      -0.180000       2.91000       12.2800         -16
05-10-2015 12:20:00.000     -0.300000         -455.100       148578.       0.130000       2.76000       12.5800         -17
05-10-2015 12:25:00.000      -2.02000         -458.800       171248.       0.740000       3.12000       12.1500         -17
05-10-2015 12:30:00.000      -2.73000         -476.300       137021.        1.39000       2.60000       12.0600         -17
05-10-2015 12:35:00.000      -2.95000         -466.900       164268.        1.32000       3.00000       12.0500         -16
05-10-2015 12:40:00.000      -3.74000         -467.900       98400.0        1.38000       2.07000       12.3000         -16
05-10-2015 12:45:00.000      -2.87000         -478.300       113784.        1.42000       2.13000       12.1000         -16
05-10-2015 12:50:00.000      -2.70000         -481.000       139305.        1.37000       3.07000       11.7100         -15
05-10-2015 12:55:00.000      -2.60000         -473.400       162583.        1.24000       3.27000       12.0100         -15
05-10-2015 13:00:00.000      -2.83000         -470.300       124138.        1.29000       2.31000       12.1000         -15
05-10-2015 13:05:00.000      -1.56000         -461.200       133375.       0.720000       2.08000       12.9500         -15
05-10-2015 13:10:00.000      -1.68000         -464.400       125856.        999.990       999.990       13.0100         -16
05-10-2015 13:15:00.000      -1.64000         -463.400       128701.       0.750000       2.00000       13.1000         -17
05-10-2015 13:20:00.000      -1.81000         -467.800       116069.       0.850000       2.01000       12.8800         -17
05-10-2015 13:25:00.000      -1.96000         -465.200       135013.       0.640000       2.21000       12.7900         -18
05-10-2015 13:30:00.000     -0.440000         -461.000       113312.       0.210000       2.21000       12.7900         -19
05-10-2015 13:35:00.000      0.670000         -470.100       116428.      -0.320000       2.27000       12.9300         -19
05-10-2015 13:40:00.000      -1.53000         -478.700       101596.       0.770000       2.15000       12.9600         -19
05-10-2015 13:45:00.000      -1.04000         -476.700       131273.       0.300000       2.41000       12.8500         -19
05-10-2015 13:50:00.000      0.380000         -472.000       97578.0      -0.180000       2.26000       12.9900         -18
05-10-2015 13:55:00.000      -2.49000         -469.900       103402.        1.27000       2.23000       12.9800         -17
05-10-2015 14:00:00.000      -2.73000         -471.000       130820.        1.29000       2.45000       12.8500         -17
05-10-2015 14:05:00.000      -3.92000         -470.900       136860.        1.80000       2.44000       12.6400         -16
05-10-2015 14:10:00.000      -1.62000         -464.900       128065.       0.760000       2.54000       13.0300         -15
05-10-2015 14:15:00.000      0.190000         -460.500       126741.     -0.0900000       2.37000       13.1500         -16
05-10-2015 14:20:00.000      0.220000         -463.100       111169.      0.0300000       2.06000       13.2800         -16
05-10-2015 14:25:00.000      0.680000         -469.700       72763.0      -0.390000       1.59000       13.4100         -15
05-10-2015 14:30:00.000       2.02000         -467.700       105539.      -0.940000       1.87000       13.2700         -14
05-10-2015 14:35:00.000       3.06000         -468.000       129856.       -1.35000       2.36000       13.1000         -14
05-10-2015 14:40:00.000      -1.25000         -459.000       87265.0       0.580000       1.90000       13.3000         -13
05-10-2015 14:45:00.000      -1.51000         -462.900       95021.0       0.710000       1.94000       13.1500         -13
05-10-2015 14:50:00.000     -0.700000         -464.100       78586.0       0.300000       1.71000       13.2200         -13
05-10-2015 14:55:00.000    -0.0700000         -463.200       98262.0      0.0900000       2.20000       13.1500         -13
05-10-2015 15:00:00.000      0.970000         -464.500       117661.      -0.490000       2.45000       13.2200         -13
05-10-2015 15:05:00.000      0.340000         -464.300       85332.0      -0.210000       2.02000       13.2200         -12
05-10-2015 15:10:00.000     -0.340000         -468.400       127559.       0.240000       2.29000       13.2200         -12
05-10-2015 15:15:00.000      0.260000         -461.900       95271.0      -0.120000       2.01000       13.3200         -12
05-10-2015 15:20:00.000       1.71000         -465.600       108480.      -0.780000       2.11000       13.3300         -12
05-10-2015 15:25:00.000       2.03000         -464.400       101378.       -1.03000       2.19000       13.1600         -12
05-10-2015 15:30:00.000       2.84000         -468.000       114571.       -1.33000       2.38000       13.1500         -11
05-10-2015 15:35:00.000       1.36000         -467.300       115958.      -0.640000       2.22000       13.1900         -11
05-10-2015 15:40:00.000      0.830000         -466.300       99705.0      -0.390000       2.11000       13.3000         -12
05-10-2015 15:45:00.000      0.430000         -465.900       80653.0      -0.150000       1.62000       13.4600         -12
05-10-2015 15:50:00.000    -0.0500000         -467.700       95671.0      0.0200000       2.10000       13.2100         -12
05-10-2015 15:55:00.000      -1.43000         -467.900       96015.0       0.700000       1.87000       13.4400         -12
05-10-2015 16:00:00.000     -0.990000         -470.100       94490.0       0.530000       1.77000       13.5000         -12
05-10-2015 16:05:00.000      -1.02000         -467.100       67223.0       0.480000       1.39000       13.4100         -12
05-10-2015 16:10:00.000      -1.98000         -473.300       67572.0       0.940000       1.18000       13.5600         -13
05-10-2015 16:15:00.000      -2.35000         -470.300       72378.0        1.07000       1.28000       13.4800         -12
05-10-2015 16:20:00.000      -1.29000         -469.900       71602.0       0.650000       1.20000       13.7900         -12
05-10-2015 16:25:00.000      -2.14000         -474.200       64805.0        1.02000       1.07000       13.6200         -12
05-10-2015 16:30:00.000      -1.75000         -467.000       38940.0       0.590000      0.790000       13.9400         -12
05-10-2015 16:35:00.000      -1.34000         -460.200       59818.0       0.650000       1.05000       13.7700         -11
05-10-2015 16:40:00.000      -2.42000         -471.500       55149.0        1.14000       1.07000       13.6100         -12
05-10-2015 16:45:00.000      -2.27000         -479.400       57959.0        1.09000       1.06000       13.5900         -12
05-10-2015 16:50:00.000      -2.90000         -485.000       65723.0        1.41000       1.20000       13.3400         -12
05-10-2015 16:55:00.000      -3.55000         -483.600       56930.0        1.71000       1.05000       13.3400         -12
05-10-2015 17:00:00.000      -2.76000         -493.500       59791.0        1.37000       1.08000       13.5000         -12
05-10-2015 17:05:00.000      -3.14000         -493.200       56317.0        1.47000      0.950000       13.6600         -12
05-10-2015 17:10:00.000      -3.03000         -479.100       38819.0        1.45000      0.720000       13.8000         -12
05-10-2015 17:15:00.000      -2.37000         -485.900       55364.0        1.15000       1.20000       13.6300         -12
05-10-2015 17:20:00.000      -1.05000         -479.400       56227.0       0.740000       1.32000       13.7100         -13
05-10-2015 17:25:00.000      0.410000         -444.200       72017.0      -0.180000       1.66000       13.5300         -13
05-10-2015 17:30:00.000     -0.990000         -460.400       57050.0       0.460000       1.18000       13.8300         -14
05-10-2015 17:35:00.000      -2.03000         -476.300       61402.0       0.970000       1.09000       13.8000         -14
05-10-2015 17:40:00.000      -1.99000         -473.600       47753.0       0.940000      0.980000       13.7900         -14
05-10-2015 17:45:00.000      -1.60000         -474.100       61826.0       0.750000       1.21000       13.7900         -14
05-10-2015 17:50:00.000      -1.64000         -458.800       71212.0       0.750000       1.43000       13.7700         -13
05-10-2015 17:55:00.000      -1.77000         -460.900       75138.0       0.820000       1.43000       13.7300         -13
05-10-2015 18:00:00.000      -2.03000         -463.400       78390.0       0.930000       1.55000       13.8600         -14
05-10-2015 18:05:00.000      -2.09000         -466.800       57492.0       0.970000       1.51000       13.7800         -14
05-10-2015 18:10:00.000      -1.79000          99999.9   1.00000E+07        999.990       999.990       13.7300         -15
05-10-2015 18:15:00.000      -2.20000          99999.9   1.00000E+07        999.990       999.990       13.8800         -15
05-10-2015 18:20:00.000      -1.37000         -474.200       56320.0       0.270000       1.44000       13.6700         -14
05-10-2015 18:25:00.000     -0.240000         -446.700       70035.0       0.100000       1.88000       13.6600         -14
05-10-2015 18:30:00.000     -0.640000         -471.600       54539.0       0.300000       1.29000       13.7700         -15
05-10-2015 18:35:00.000    -0.0400000         -462.900       51706.0      0.0200000       1.18000       13.9400         -15
05-10-2015 18:40:00.000      0.210000         -454.300       54320.0      -0.100000       1.37000       13.8100         -17
05-10-2015 18:45:00.000     -0.970000         -461.500       39394.0       0.570000       1.01000       14.0000         -17
05-10-2015 18:50:00.000       1.08000         -446.000       43468.0      -0.770000       1.09000       14.1600         -17
05-10-2015 18:55:00.000       2.20000         -438.200       59187.0      -0.970000       1.33000       13.9300         -16
05-10-2015 19:00:00.000       1.56000         -439.200       83033.0      -0.660000       1.70000       13.7600         -16
05-10-2015 19:05:00.000     -0.580000         -447.300       47496.0       0.250000       1.05000       13.9500         -16
05-10-2015 19:10:00.000     -0.810000         -458.400       45083.0       0.380000       1.03000       14.0200         -16
05-10-2015 19:15:00.000     -0.300000         -452.700       43835.0       0.140000       1.03000       13.9700         -16
05-10-2015 19:20:00.000       1.87000         -456.800       44902.0      -0.860000       1.08000       13.9100         -16
05-10-2015 19:25:00.000       2.15000         -457.800       52842.0      -0.990000       1.23000       13.7700         -16
05-10-2015 19:30:00.000       1.64000         -449.200       50215.0      -0.710000       1.19000       13.9300         -15
05-10-2015 19:35:00.000       1.10000         -445.800       46147.0      -0.410000       1.09000       14.0400         -16
05-10-2015 19:40:00.000       2.03000         -444.100       49741.0       -1.11000       1.29000       14.2100         -16
05-10-2015 19:45:00.000       1.68000         -452.200       47277.0      -0.770000       1.20000       14.1200         -17
05-10-2015 19:50:00.000       1.53000         -443.200       51602.0      -0.700000       1.32000       14.3100         -17
05-10-2015 19:55:00.000       1.48000         -441.200       48706.0      -0.660000       1.29000       14.3300         -18
05-10-2015 20:00:00.000       1.52000         -443.600       53704.0      -0.680000       1.31000       14.1700         -17
05-10-2015 20:05:00.000       2.02000         -444.500       31598.0      -0.900000      0.900000       14.2200         -17
05-10-2015 20:10:00.000       1.67000         -447.900       37207.0      -0.780000       1.00000       14.2300         -17
05-10-2015 20:15:00.000      0.940000         -439.500       42077.0      -0.360000       1.07000       14.2200         -17
05-10-2015 20:20:00.000      0.890000         -439.800       53655.0      -0.390000       1.23000       14.1900         -17
05-10-2015 20:25:00.000     -0.390000         -436.300       50166.0       0.170000       1.15000       14.0600         -17
05-10-2015 20:30:00.000      -1.37000         -433.800       41001.0       0.620000      0.990000       14.4500         -18
05-10-2015 20:35:00.000      0.150000         -437.800       44264.0     -0.0700000       1.01000       14.2800         -18
05-10-2015 20:40:00.000       1.36000         -449.800       35239.0      -0.650000      0.980000       14.0200         -18
05-10-2015 20:45:00.000      0.650000         -440.200       35186.0      -0.310000      0.890000       14.2200         -17
